Sample,SNPs,Total Sequences,Sequence length,%GC,avg_sequence_length,raw_total_sequences,reads_mapped,reads_unmapped,reads_paired,average_quality,reads_mapped_percent,reads_unmapped_percent,library_type,Mean depth,Collection,Collection.1,country of isolation,continent of isolation,United Nations Geographic Region,main_lineage,sub_lineage,DR_type,num_dr_variants,Curated lineage (SITVIT2),Spoligo Binary
ERR108157,546,3477231,30-100,65,99.9326636625522,3473312,3457068,16244,3473312,37.9,99.53231958430456,0.4676804156954515,paired_end,78.24000000000002,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR108158,554,6563794,30-100,65,99.83429004627509,6545460,6515463,29997,6545460,37.9,99.54171288190594,0.4582871180940682,paired_end,146.3,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR108159,1483,4997775,30-100,65,99.89103511062423,4988654,4959126,29528,4988654,38.0,99.40809685337969,0.5919031466203108,paired_end,111.3999999999998,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108160,1463,4474442,30-100,65,99.89217962820837,4466364,4439554,26810,4466364,37.9,99.39973544475998,0.6002645552400118,paired_end,99.91999999999986,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108161,1455,3545238,30-100,65,99.8977270355333,3539138,3518617,20521,3539138,38.0,99.4201695441093,0.5798304558906717,paired_end,79.39999999999998,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108162,1470,3602459,30-100,65,99.89262112351594,3595968,3573515,22453,3595968,37.9,99.37560623453822,0.6243937654617616,paired_end,80.59999999999998,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108163,1450,3390158,30-100,65,99.78610495440037,3377946,3356656,21290,3377946,37.9,99.36973533620727,0.6302646637927308,paired_end,75.84,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage3,lineage3,Sensitive,0,CAS1-Delhi,▪▪▪▫▫▫▫▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108164,1447,4003015,30-100,65,99.82585176423271,3991308,3965764,25544,3991308,37.9,99.36000930020936,0.639990699790645,paired_end,89.52000000000002,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage3,lineage3,Sensitive,0,CAS1-Delhi,▪▪▪▫▫▫▫▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108165,1478,4128278,30-100,65,99.85647768876032,4118378,4090328,28050,4118378,38.0,99.31890661809092,0.6810933819090914,paired_end,91.9499999999999,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108166,1479,4620764,30-100,65,99.90985473397906,4613812,4586500,27312,4613812,37.9,99.40803829891638,0.5919617010836159,paired_end,103.1499999999998,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108167,876,4360460,30-100,65,99.93508116116188,4355714,4307789,47925,4355714,37.9,98.89972114789906,1.100278852100942,paired_end,96.86999999999996,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4.3.2.1,Sensitive,0,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR108168,864,3500269,30-100,65,99.9067785933024,3494788,3477595,17193,3494788,37.9,99.50803882810631,0.4919611718936885,paired_end,78.47000000000003,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4.3.2.1,Sensitive,0,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR108169,877,3518946,30-100,65,99.93592854223965,3515146,3500419,14727,3515146,37.8,99.58104158404801,0.4189584159519974,paired_end,79.11000000000004,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4.3,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▫▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR108170,878,4492851,30-100,65,99.89884819238384,4485208,4464510,20698,4485208,38.0,99.53852753317128,0.4614724668287402,paired_end,100.65,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4.3,Sensitive,0,Manu2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▪▪
ERR108171,1477,4096867,30-100,65,99.90278180863571,4090198,4052866,37332,4090198,37.9,99.08728134921586,0.9127186507841428,paired_end,91.28999999999992,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108172,1468,5924514,30-100,65,99.82620515370544,5907188,5868779,38409,5907188,37.9,99.34979215152794,0.6502078484720649,paired_end,131.5099999999997,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108173,1491,3614375,30-100,65,99.89584810651913,3608062,3586648,21414,3608062,38.0,99.40649578638063,0.593504213619389,paired_end,80.86999999999998,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108174,1478,3184113,30-100,65,99.84953925944212,3176078,3153834,22244,3176078,37.9,99.29963936653948,0.7003606334605132,paired_end,71.25000000000003,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108175,889,3663169,30-100,65,99.92547054203614,3658586,3646059,12527,3658586,37.9,99.65759995801656,0.3424000419834329,paired_end,82.13999999999999,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4.3,Sensitive,0,LAM4,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR108176,875,3875432,30-100,65,99.74190335425831,3858560,3843837,14723,3858560,38.0,99.61843278321446,0.3815672167855366,paired_end,86.51999999999997,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4.3,Sensitive,0,LAM4,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR108177,1464,3990805,30-100,65,99.90424788983677,3984404,3960268,24136,3984404,37.9,99.39423813448636,0.6057618655136376,paired_end,89.09999999999994,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108178,1454,3661607,30-100,65,99.90383074972272,3655704,3633958,21746,3655704,37.9,99.40514877572146,0.5948512242785521,paired_end,81.89999999999998,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108179,863,4814036,30-100,65,99.46618637667022,4770492,4745288,25204,4770492,37.9,99.4716687503092,0.5283312496908076,paired_end,106.0999999999999,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4.3,Sensitive,0,Unknown,▪▪▪▪▪▫▫▫▫▪▪▪▪▪▫▫▫▫▫▫▫▪▫▫▪▪▪▪▪▪▫▫▫▫▫▫▪▪▪▪▪▪▪
ERR108180,861,3723429,30-100,65,99.85946287682673,3714640,3697504,17136,3714640,37.9,99.53869015570822,0.4613098442917752,paired_end,83.36999999999998,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4.3,Sensitive,0,Unknown,▪▪▪▪▪▫▫▫▫▪▪▪▪▪▫▫▫▫▫▫▫▪▫▫▪▪▪▪▪▪▫▫▫▫▫▫▪▪▪▪▪▪▪
ERR108181,1469,4347300,30-100,65,99.89805488464106,4339860,4312942,26918,4339860,37.9,99.37974957717529,0.6202504228246994,paired_end,96.87999999999987,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108182,1480,3907604,30-100,65,99.90310737730844,3901278,3878121,23157,3901278,38.0,99.40642527910086,0.5935747208991515,paired_end,87.18999999999994,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108183,1479,3904780,30-100,65,99.90823503500836,3898776,3876062,22714,3898776,37.9,99.4174068989857,0.5825931010142671,paired_end,87.25999999999996,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108184,1478,6190820,30-100,65,99.8973085956303,6180148,6143963,36185,6180148,37.9,99.41449622242055,0.5855037775794366,paired_end,137.6999999999997,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage2,lineage2.2.1.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR108185,884,3878784,30-100,65,99.87684336121836,3870694,3854914,15780,3870694,37.9,99.59232117031208,0.4076788296879061,paired_end,86.93000000000004,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4.3.2.1,Sensitive,0,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR108186,885,3273166,30-100,65,99.78793498404907,3261450,3248231,13219,3261450,37.8,99.59468947860614,0.4053105213938586,paired_end,73.37000000000003,PRJEB2777,ERP001037,South Africa,Africa,Southern Africa,lineage4,lineage4.3.2.1,Sensitive,0,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1161615,1456,7079113,30-76,64,75.97572407729612,7074874,7007182,67692,7074874,30.1,99.04320557510991,0.9567944248901112,paired_end,119.33,PRJEB11990,ERP013424,Estonia,Europe,Northern Europe,lineage2,lineage2.2.1,XDR,8,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR1161616,1445,6376892,30-76,64,75.97782571823392,6373412,6313115,60297,6373412,30.1,99.0539290414616,0.946070958538378,paired_end,107.66,PRJEB11990,ERP013425,Estonia,Europe,Northern Europe,lineage2,lineage2.2.1,Pre-MDR,2,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR1161617,1465,7275137,30-76,64,75.98050126066354,7271644,7185690,85954,7271644,29.8,98.81795643461092,1.182043565389065,paired_end,121.61,PRJEB11990,ERP013426,Estonia,Europe,Northern Europe,lineage2,lineage2.2.1,Pre-XDR,6,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR1161618,1458,5305224,30-76,64,75.97726203455309,5302276,5247656,54620,5302276,30.0,98.96987633235236,1.030123667647629,paired_end,89.48000000000002,PRJEB11990,ERP013427,Estonia,Europe,Northern Europe,lineage2,lineage2.2.1,Pre-XDR,6,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR1161619,1543,14341241,30-100,65,99.83869038948582,14302524,14135471,167053,14302524,32.5,98.83200335828836,1.167996641711631,paired_end,309.4500000000008,PRJEB11990,ERP013428,Estonia,Europe,Northern Europe,lineage2,lineage2.2.1,XDR,8,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR1161620,1493,8932343,30-75,65,74.95177189232432,8921492,8813800,107692,8921492,33.1,98.79289248928318,1.207107510716817,paired_end,145.6500000000001,PRJEB11990,ERP013429,Estonia,Europe,Northern Europe,lineage2,lineage2.2.1,Pre-XDR,6,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR1161621,1533,11275840,30-100,65,99.83245115219799,11244536,11120978,123558,11244536,32.7,98.90117297859156,1.098827021408442,paired_end,240.7300000000011,PRJEB11990,ERP013430,Estonia,Europe,Northern Europe,lineage2,lineage2.2.1,XDR,8,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR1161622,1539,12579942,30-100,65,99.85492095273571,12549350,12415372,133978,12549350,32.3,98.93239092064529,1.067609079354708,paired_end,272.1900000000014,PRJEB11990,ERP013431,Estonia,Europe,Northern Europe,lineage2,lineage2.2.1,Pre-XDR,6,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR1161623,1534,12598071,30-100,65,99.86680754537737,12569742,12429110,140632,12569742,32.4,98.88118626460272,1.118813735397274,paired_end,271.8700000000013,PRJEB11990,ERP013432,Estonia,Europe,Northern Europe,lineage2,lineage2.2.1,Pre-XDR,6,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR1161624,1510,4197338,30-100,64,99.86232559779556,4187760,4094623,93137,4187760,33.1,97.77597092479034,2.224029075209659,paired_end,91.45999999999985,PRJEB11990,ERP013433,Estonia,Europe,Northern Europe,lineage2,lineage2.2.1,Pre-XDR,6,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
ERR1193641,786,8275876,30-51,64,50.99990466266048,8275837,7834036,441801,0,33.2,94.66155507896059,5.338444921039407,single_end,56.3,PRJEB11460,ERP012852,Ethiopia,Africa,Eastern Africa,lineage4,lineage4.3,Sensitive,0,Unknown,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193642,791,23957311,30-51,64,50.99979400860138,23957072,23713533,243539,0,35.6,98.98343587229692,1.016564127703085,single_end,85.65999999999988,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.3,Sensitive,0,Unknown,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫
ERR1193643,814,10099981,30-51,63,50.99956237541437,10099766,8623645,1476121,0,35.7,85.38460197988746,14.61539802011255,single_end,61.54000000000007,PRJEB11460,ERP012852,Peru,South America,South America,lineage4,lineage4.3.4.2,Sensitive,0,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193644,766,12795772,30-51,63,50.99976765762941,12795627,10850584,1945043,0,35.7,84.79915833745389,15.20084166254612,single_end,67.68000000000005,PRJEB11460,ERP012852,Morocco,Africa,North Africa,lineage4,lineage4.3,Pre-MDR,1,LAM1,▪▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193645,823,12525582,30-101,64,99.9333990228957,12511483,11621745,889738,0,33.2,92.88862879004832,7.111371209951692,single_end,140.0899999999998,PRJEB11460,ERP012852,Vietnam,Asia,Southeastern Asia,lineage4,lineage4.3.1,Pre-MDR,1,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193646,792,11203222,30-51,64,50.99977158356766,11203095,10272220,930875,0,35.5,91.69091219881649,8.309087801183512,single_end,67.19000000000003,PRJEB11460,ERP012852,Portugal,Europe,Southern Europe,lineage4,lineage4.3,Sensitive,0,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193647,831,12225415,30-101,63,99.88569729534744,12201760,10836056,1365704,0,32.8,88.80731959979546,11.19268040020456,single_end,135.4099999999997,PRJEB11460,ERP012852,South Africa,Africa,Southern Africa,lineage4,lineage4.3.4.2.1,Sensitive,0,LAM11-ZWE,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▫▫▫▫▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193648,827,9341291,30-101,62,99.95928250174414,9334856,8131729,1203127,0,32.7,87.11145624528112,12.88854375471887,single_end,115.7299999999998,PRJEB11460,ERP012852,Somalia,Africa,Eastern Africa,lineage4,lineage4.3,MDR,5,T1,▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▪▫▫▪▪▪▫▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193649,772,6996041,30-51,63,50.9996994014186,6995938,6253067,742871,0,35.5,89.38139531825468,10.61860468174532,single_end,50.22000000000003,PRJEB11460,ERP012852,Italy,Europe,Southern Europe,lineage4,lineage4.3.4.2,Sensitive,0,LAM4,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1193650,788,10117338,30-51,64,50.9998724961052,10117275,9082051,1035224,0,35.5,89.7677586108908,10.23224138910922,single_end,62.75000000000006,PRJEB11460,ERP012852,Czech Republic,Europe,Central Europe,lineage4,lineage4.3.4.1,Sensitive,0,LAM2,▪▪▫▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193651,770,13464070,30-51,64,50.99956781270448,13463787,12485336,978451,0,35.7,92.7327207419428,7.267279258057186,single_end,73.29,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.3,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▪▪▪▫▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193652,802,12102384,30-51,63,50.99980119619407,12102267,10625463,1476804,0,35.5,87.79729450688866,12.20270549311133,single_end,68.84000000000005,PRJEB11460,ERP012852,Portugal,Europe,Southern Europe,lineage4,lineage4.3,Pre-MDR,2,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193653,798,3807511,30-51,65,50.99022274656593,3805688,3677020,128668,0,35.0,96.6190607322513,3.380939267748696,single_end,30.04999999999999,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.3.4.2.1,Sensitive,0,,▪▪▪▫▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▫▫▫▫▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193660,853,1225272,30-251,63,211.8180404024576,1208430,1199652,8778,1208430,30.0,99.27360293935106,0.7263970606489413,paired_end,51.64999999999997,PRJEB11460,ERP012852,Brazil,South America,South America,lineage4,lineage4.3.4.2,Sensitive,0,Unknown,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪
ERR1193661,908,1580675,30-251,62,211.8279279421766,1559350,1546042,13308,1559350,29.0,99.14656748003976,0.8534325199602397,paired_end,62.45999999999999,PRJEB11460,ERP012852,Angola,Africa,Middle Africa,lineage4,lineage4.3,MDR,2,Unknown,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪
ERR1193662,868,2583616,30-251,62,248.2505318127771,2546666,2529815,16851,2546666,30.6,99.33831134510768,0.661688654892318,paired_end,117.8899999999999,PRJEB11460,ERP012852,Somalia,Africa,Eastern Africa,lineage4,lineage4.3,Pre-MDR,3,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193663,865,2688935,30-251,61,247.9102239362424,2646042,2623648,22394,2646042,30.3,99.15367934446995,0.8463206555300331,paired_end,119.7399999999999,PRJEB11460,ERP012852,Morocco,Africa,North Africa,lineage4,lineage4.3,Sensitive,0,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193664,863,2760276,30-251,61,248.2034959547524,2720374,2693419,26955,2720374,30.1,99.00914359569677,0.990856404303232,paired_end,123.8899999999999,PRJEB11460,ERP012852,Brazil,South America,South America,lineage4,lineage4.3,Sensitive,0,LAM6,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193665,837,2130055,30-251,60,247.4277072657748,2090700,2067074,23626,2090700,29.6,98.86994786435163,1.130052135648347,paired_end,88.86999999999996,PRJEB11460,ERP012852,Nepal,Asia,Southern Asia,lineage4,lineage4.3,Sensitive,0,H3,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▫▫▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193666,890,2675083,30-251,61,248.1251763029409,2635110,2618180,16930,2635110,30.3,99.35752207687723,0.6424779231227539,paired_end,114.1,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3,Sensitive,0,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193667,860,2316586,30-251,61,248.1454416110604,2282316,2262997,19319,2282316,29.8,99.15353526856052,0.8464647314394675,paired_end,101.13,PRJEB11460,ERP012852,East Timor ,Europe,Southeastern Asia,lineage4,lineage4.3.4.1,Sensitive,0,,▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193668,875,2162466,30-251,62,247.8895589572276,2127544,2112109,15435,2127544,31.4,99.27451559168694,0.7254844083130596,paired_end,100.83,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.3,Sensitive,0,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193669,881,1515343,30-251,62,248.0610746213893,1492258,1480941,11317,1492258,30.8,99.241619076594,0.7583809234060062,paired_end,68.75999999999996,PRJEB11460,ERP012852,Turkey,Asia,Western Asia,lineage4,lineage4.3,Sensitive,0,LAM-RUS,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
